1625747529471- 结果：0.768144(D).jpg-0.79.jpg
1625748444496- 结果：0.993462(T).jpg-0.9.jpg
1625748450789- 结果：0.535654(D).jpg-0.28.jpg
1625748450841- 结果：0.190523(T).jpg-0.21.jpg
1625748450895- 结果：0.163647(T).jpg-0.2.jpg
1625748450945- 结果：0.176302(T).jpg-0.2.jpg
1625748450994- 结果：0.126006(T).jpg-0.2.jpg
1625748459595- 结果：0.120499(D).jpg-0.0.jpg
1625748615335- 结果：0.004469(T).jpg-0.14.jpg
1625748615386- 结果：0.003497(T).jpg-0.08.jpg
1625748615435- 结果：0.003497(T).jpg-0.17.jpg
1625748615485- 结果：0.003849(T).jpg-0.16.jpg
1625748625037- 结果：0.515161(D).jpg-0.54.jpg
1625748625099- 结果：0.604944(T).jpg-0.55.jpg
1625748625152- 结果：0.683987(T).jpg-0.55.jpg
1625748625205- 结果：0.32527(T).jpg-0.65.jpg
1625748625256- 结果：0.376505(T).jpg-0.48.jpg
1625748633851- 结果：0.557226(D).jpg-0.5.jpg
1625748633907- 结果：0.623934(T).jpg-0.47.jpg
1625748633958- 结果：0.532186(T).jpg-0.17.jpg
1625748634009- 结果：0.528434(T).jpg-0.17.jpg
1625748634060- 结果：0.509164(T).jpg-0.23.jpg
1625748643147- 结果：0.887121(D).jpg-0.49.jpg
1625748643202- 结果：0.68456(T).jpg-0.66.jpg
1625748643251- 结果：0.762106(T).jpg-0.72.jpg
1625748643302- 结果：0.762106(T).jpg-0.94.jpg
1625748643354- 结果：0.965196(T).jpg-0.92.jpg
1625748001999- 结果：0.130114(T).jpg-0.04.jpg
1625748002048- 结果：0.06358(T).jpg-0.06.jpg
1625748002097- 结果：0.056507(T).jpg-0.04.jpg
1625748002146- 结果：0.027751(T).jpg-0.04.jpg
1625748019948- 结果：0.837239(D).jpg-0.92.jpg
1625748020003- 结果：0.673635(T).jpg-0.92.jpg
1625748020056- 结果：0.645035(T).jpg-0.95.jpg
1625748020111- 结果：0.645035(T).jpg-0.94.jpg
1625748020168- 结果：0.798842(T).jpg-0.95.jpg
1625748029745- 结果：0.164819(D).jpg-0.1.jpg
1625748029802- 结果：0.363408(T).jpg-0.28.jpg
1625748029855- 结果：0.399387(T).jpg-0.18.jpg
1625748029910- 结果：0.399387(T).jpg-0.65.jpg
1625748029964- 结果：0.173898(T).jpg-0.56.jpg
1625748073812- 结果：0.001179(D).jpg-0.0.jpg
1625748073868- 结果：5.50000000E-5(T).jpg-0.0.jpg
1625748073921- 结果：2.80000000E-5(T).jpg-0.0.jpg
1625748073975- 结果：2.80000000E-5(T).jpg-0.0.jpg
1625748074029- 结果：1.90000000E-5(T).jpg-0.0.jpg
1625748082247- 结果：0.006964(D).jpg-0.0.jpg
1625748082303- 结果：3.420000000E-4(T).jpg-0.0.jpg
1625748082359- 结果：1.760000000E-4(T).jpg-0.0.jpg
1625748082413- 结果：2.240000000E-4(T).jpg-0.0.jpg
1625748082464- 结果：9.00000000E-5(T).jpg-0.0.jpg
1625748090144- 结果：0.002727(D).jpg-0.33.jpg
1625748090204- 结果：0.026242(T).jpg-0.18.jpg
1625748090252- 结果：0.018709(T).jpg-0.18.jpg
1625748090300- 结果：0.009458(T).jpg-0.18.jpg
1625748090349- 结果：0.009458(T).jpg-0.15.jpg
1625748170236- 结果：0.994922(D).jpg-0.72.jpg
1625748170291- 结果：0.981726(T).jpg-0.71.jpg
1625748170340- 结果：0.996714(T).jpg-0.69.jpg
1625748170390- 结果：0.996714(T).jpg-0.89.jpg
1625748170439- 结果：0.997254(T).jpg-0.88.jpg
1625748188892- 结果：2.010000000E-4(D).jpg-0.0.jpg
1625748188943- 结果：8.10000000E-5(T).jpg-0.0.jpg
1625748188993- 结果：8.10000000E-5(T).jpg-0.0.jpg
1625748189043- 结果：5.70000000E-5(T).jpg-0.0.jpg
1625748189095- 结果：6.30000000E-5(T).jpg-0.0.jpg
1625748197002- 结果：0.096204(D).jpg-0.18.jpg
1625748197057- 结果：0.094708(T).jpg-0.54.jpg
1625748197107- 结果：0.346445(T).jpg-0.58.jpg
1625748242438- 结果：0.003355(T).jpg-0.09.jpg
1625748242489- 结果：0.005291(T).jpg-0.03.jpg
1625748242539- 结果：0.003363(T).jpg-0.03.jpg
1625748250658- 结果：0.982673(D).jpg-0.6.jpg
1625748250711- 结果：0.960026(T).jpg-0.87.jpg
1625748250760- 结果：0.960026(T).jpg-0.81.jpg
1625748250809- 结果：0.933435(T).jpg-0.9.jpg
1625748250857- 结果：0.955314(T).jpg-0.9.jpg
1625748268573- 结果：0.009583(D).jpg-0.03.jpg
1625748268624- 结果：0.004979(T).jpg-0.01.jpg
1625748268672- 结果：0.004712(T).jpg-0.01.jpg
1625748268721- 结果：0.002098(T).jpg-0.01.jpg
1625748268771- 结果：0.002098(T).jpg-0.02.jpg
1625748487801- 结果：0.027628(T).jpg-0.16.jpg
1625748487853- 结果：0.016658(T).jpg-0.16.jpg
1625748495834- 结果：0.37246(D).jpg-0.33.jpg
1625748495884- 结果：0.371085(T).jpg-0.44.jpg
1625748495932- 结果：0.453144(T).jpg-0.48.jpg
1625748495981- 结果：0.416208(T).jpg-0.48.jpg
1625748496032- 结果：0.416208(T).jpg-0.51.jpg
1625748505916- 结果：0.667805(D).jpg-0.91.jpg
1625748505970- 结果：0.883586(T).jpg-0.91.jpg
1625748506023- 结果：0.883586(T).jpg-0.95.jpg
1625748506077- 结果：0.917787(T).jpg-0.96.jpg
1625748506130- 结果：0.713924(T).jpg-0.78.jpg
1625748514243- 结果：0.692137(D).jpg-0.98.jpg
1625748514298- 结果：0.972908(T).jpg-1.0.jpg
1625748514349- 结果：0.972908(T).jpg-1.0.jpg
1625748551176- 结果：0.11797(T).jpg-0.4.jpg
1625748551223- 结果：0.108176(T).jpg-0.57.jpg
1625748551270- 结果：0.108176(T).jpg-0.9.jpg
1625748551319- 结果：0.671271(T).jpg-0.76.jpg
1625748560171- 结果：0.08867(D).jpg-0.04.jpg
1625748560224- 结果：0.070907(T).jpg-0.22.jpg
1625748560274- 结果：0.070907(T).jpg-0.31.jpg
1625748560325- 结果：0.098579(T).jpg-0.31.jpg
1625748560376- 结果：0.085313(T).jpg-0.41.jpg
1625748569892- 结果：0.983685(D).jpg-0.99.jpg
1625748569947- 结果：0.979252(T).jpg-1.0.jpg
1625748570000- 结果：0.979252(T).jpg-1.0.jpg
1625748570054- 结果：0.985691(T).jpg-1.0.jpg
1625748570106- 结果：0.987903(T).jpg-0.99.jpg
1625748570960- 结果：0.994065(D).jpg-1.0.jpg
1625748571024- 结果：0.994036(T).jpg-1.0.jpg
1625748571075- 结果：0.989195(T).jpg-1.0.jpg
1625748571126- 结果：0.989195(T).jpg-1.0.jpg
1625748571183- 结果：0.996052(T).jpg-1.0.jpg
1625748572019- 结果：0.989676(D).jpg-1.0.jpg
1625748699103- 结果：0.698571(T).jpg-0.71.jpg
1625748699152- 结果：0.698571(T).jpg-0.96.jpg
1625748699202- 结果：0.762786(T).jpg-0.98.jpg
1625748699252- 结果：0.764533(T).jpg-0.98.jpg
1625748709397- 结果：0.003581(D).jpg-0.0.jpg
1625748709456- 结果：4.990000000E-4(T).jpg-0.0.jpg
1625748709510- 结果：2.570000000E-4(T).jpg-0.0.jpg
1625748709563- 结果：3.020000000E-4(T).jpg-0.0.jpg
1625748709615- 结果：3.020000000E-4(T).jpg-0.0.jpg
1625748718437- 结果：0.669599(D).jpg-0.5.jpg
1625748718492- 结果：0.766894(T).jpg-0.66.jpg
1625748718543- 结果：0.766894(T).jpg-0.61.jpg
1625748718594- 结果：0.837819(T).jpg-0.6.jpg
1625748880311- 结果：0.082355(T).jpg-0.35.jpg
1625748880358- 结果：0.082355(T).jpg-0.41.jpg
1625748881246- 结果：0.047779(D).jpg-0.54.jpg
1625748881300- 结果：0.150478(T).jpg-0.5.jpg
1625748881350- 结果：0.184912(T).jpg-0.51.jpg
1625748881404- 结果：0.328738(T).jpg-0.35.jpg
1625748881454- 结果：0.244494(T).jpg-0.35.jpg
1625748881890- 结果：0.13926(D).jpg-0.4.jpg
1625748881948- 结果：0.06878(T).jpg-0.43.jpg
1625748882219- 结果：0.087006(D).jpg-0.32.jpg
1625748882774- 结果：0.061128(D).jpg-0.1.jpg
1625748890006- 结果：0.047532(D).jpg-0.29.jpg
1625748890062- 结果：0.188515(T).jpg-0.29.jpg
1625748890117- 结果：0.126633(T).jpg-0.29.jpg
1625748890170- 结果：0.114285(T).jpg-0.26.jpg
1625748890221- 结果：0.114285(T).jpg-0.45.jpg
1625748899758- 结果：0.941383(D).jpg-0.97.jpg
1625748899814- 结果：0.973951(T).jpg-0.99.jpg
1625748899866- 结果：0.986266(T).jpg-0.95.jpg
1625748899918- 结果：0.954386(T).jpg-0.95.jpg
1625749184916- 结果：0.91896(D).jpg-0.99.jpg
1625749184974- 结果：0.973428(T).jpg-0.99.jpg
1625749185024- 结果：0.996101(T).jpg-1.0.jpg
1625749185073- 结果：0.996747(T).jpg-1.0.jpg
1625749185123- 结果：0.99547(T).jpg-0.99.jpg
1625749197508- 结果：0.530306(D).jpg-0.25.jpg
1625749197577- 结果：0.344895(T).jpg-0.1.jpg
1625749197634- 结果：0.390373(T).jpg-0.13.jpg
1625749197686- 结果：0.337353(T).jpg-0.1.jpg
1625749197737- 结果：0.427814(T).jpg-0.1.jpg
1625749205111- 结果：0.727965(D).jpg-0.51.jpg
1625749205161- 结果：0.348528(T).jpg-0.41.jpg
1625749205210- 结果：0.179537(T).jpg-0.41.jpg
1625749205258- 结果：0.219364(T).jpg-0.5.jpg
1625749205308- 结果：0.219364(T).jpg-0.48.jpg
1625749208147- 结果：0.725892(D).jpg-0.89.jpg
1625749208204- 结果：0.680233(T).jpg-0.82.jpg
1625749208257- 结果：0.67294(T).jpg-0.83.jpg
1625749208311- 结果：0.67294(T).jpg-0.81.jpg
1625749208364- 结果：0.713721(T).jpg-0.89.jpg
1625749328196- 结果：0.319674(T).jpg-0.1.jpg
1625749347815- 结果：0.95446(D).jpg-0.57.jpg
1625749347865- 结果：0.847339(T).jpg-0.48.jpg
1625749347913- 结果：0.66183(T).jpg-0.63.jpg
1625749347961- 结果：0.488103(T).jpg-0.63.jpg
1625749348009- 结果：0.545743(T).jpg-0.62.jpg
1625749358676- 结果：0.490994(D).jpg-0.96.jpg
1625749358730- 结果：0.976797(T).jpg-0.98.jpg
1625749358782- 结果：0.989943(T).jpg-0.97.jpg
1625749358834- 结果：0.988759(T).jpg-0.96.jpg
1625749358886- 结果：0.996771(T).jpg-0.96.jpg
1625749379850- 结果：0.619957(D).jpg-0.97.jpg
1625749379908- 结果：0.987604(T).jpg-0.97.jpg
1625749379960- 结果：0.984541(T).jpg-0.83.jpg
1625749380013- 结果：0.936791(T).jpg-0.83.jpg
1625749380065- 结果：0.848408(T).jpg-0.78.jpg
1625749392886- 结果：0.228943(D).jpg-0.25.jpg
1625749392946- 结果：0.102098(T).jpg-0.15.jpg
1625749392999- 结果：0.074509(T).jpg-0.18.jpg
1625749393052- 结果：0.074509(T).jpg-0.21.jpg
1625749393106- 结果：0.080336(T).jpg-0.2.jpg
1625749400198- 结果：0.69006(D).jpg-0.95.jpg
1625749400250- 结果：0.98013(T).jpg-0.95.jpg
1625749400300- 结果：0.98013(T).jpg-0.96.jpg
1625749603109- 结果：0.012343(T).jpg-0.09.jpg
1625749603161- 结果：0.013485(T).jpg-0.37.jpg
1625749603213- 结果：0.089382(T).jpg-0.48.jpg
1625749603504- 结果：0.091054(D).jpg-0.11.jpg
1625749603558- 结果：0.02527(T).jpg-0.51.jpg
1625749603833- 结果：0.049534(D).jpg-0.13.jpg
1625749603894- 结果：0.023125(T).jpg-0.06.jpg
1625749603946- 结果：0.029138(T).jpg-0.06.jpg
1625749604003- 结果：0.027328(T).jpg-0.06.jpg
1625749604055- 结果：0.018888(T).jpg-0.08.jpg
1625749604454- 结果：0.04301(D).jpg-0.05.jpg
1625749604744- 结果：0.007646(D).jpg-0.07.jpg
1625749604802- 结果：0.009011(T).jpg-0.07.jpg
1625748377004- 结果：0.123624(T).jpg-0.39.jpg
1625748414296- 结果：0.00163(T).jpg-0.03.jpg
1625748459648- 结果：0.003022(T).jpg-0.0.jpg
1625748487748- 结果：0.003451(T).jpg-0.29.jpg
1625748514400- 结果：0.985462(T).jpg-1.0.jpg
1625748551124- 结果：0.260641(D).jpg-0.4.jpg
1625748572074- 结果：0.984457(T).jpg-1.0.jpg
1625748615280- 结果：0.251482(D).jpg-0.29.jpg
1625748653588- 结果：0.682194(D).jpg-0.45.jpg
1625748699052- 结果：0.691035(D).jpg-0.67.jpg
1625748718644- 结果：0.796038(T).jpg-0.6.jpg
1625748746841- 结果：0.84502(T).jpg-0.74.jpg
1625748778035- 结果：0.850832(T).jpg-0.41.jpg
1625748813850- 结果：0.667861(T).jpg-0.55.jpg
1625748843530- 结果：0.997524(T).jpg-1.0.jpg
1625748880265- 结果：0.06124(T).jpg-0.35.jpg
1625748899977- 结果：0.961076(T).jpg-0.97.jpg
1625749026461- 结果：0.910328(T).jpg-0.82.jpg
1625749026512- 结果：0.879076(T).jpg-0.87.jpg
1625749026564- 结果：0.879076(T).jpg-0.88.jpg
1625749026618- 结果：0.912706(T).jpg-0.87.jpg
1625749035642- 结果：0.014123(D).jpg-0.05.jpg
1625749035697- 结果：0.006883(T).jpg-0.03.jpg
1625749035747- 结果：0.003322(T).jpg-0.03.jpg
1625749035795- 结果：0.00732(T).jpg-0.08.jpg
1625749035845- 结果：0.008765(T).jpg-0.06.jpg
1625749045383- 结果：0.978816(D).jpg-0.52.jpg
1625749045438- 结果：0.694625(T).jpg-0.41.jpg
1625749045487- 结果：0.465833(T).jpg-0.43.jpg
1625749045535- 结果：0.430536(T).jpg-0.65.jpg
1625749045590- 结果：0.832581(T).jpg-0.65.jpg
1625749056308- 结果：0.421169(D).jpg-0.45.jpg
1625749056362- 结果：0.529519(T).jpg-0.53.jpg
1625749473965- 结果：0.949682(D).jpg-0.33.jpg
1625749474031- 结果：0.742017(T).jpg-0.42.jpg
1625749474086- 结果：0.797277(T).jpg-0.44.jpg
1625749474141- 结果：0.856964(T).jpg-0.51.jpg
1625749474198- 结果：0.835947(T).jpg-0.26.jpg
1625749484509- 结果：0.135618(D).jpg-0.16.jpg
1625749484564- 结果：0.070626(T).jpg-0.08.jpg
1625749484617- 结果：0.070626(T).jpg-0.06.jpg
1625749484671- 结果：0.023015(T).jpg-0.04.jpg
1625749484723- 结果：0.011445(T).jpg-0.01.jpg
1625749494709- 结果：0.412775(D).jpg-0.55.jpg
1625749494761- 结果：0.546741(T).jpg-0.75.jpg
1625749494811- 结果：0.546741(T).jpg-0.89.jpg
1625749494862- 结果：0.499747(T).jpg-0.89.jpg
1625749494913- 结果：0.546636(T).jpg-0.89.jpg
1625749505959- 结果：0.49022(D).jpg-0.7.jpg
1625749828781- 结果：0.656082(T).jpg-0.67.jpg
1625749828830- 结果：0.656082(T).jpg-0.75.jpg
1625749828879- 结果：0.552788(T).jpg-0.7.jpg
1625749852169- 结果：0.961499(D).jpg-0.99.jpg
1625749852223- 结果：0.993489(T).jpg-0.98.jpg
1625749852275- 结果：0.997155(T).jpg-0.95.jpg
1625749852327- 结果：0.98954(T).jpg-0.93.jpg
1625749852384- 结果：0.982419(T).jpg-0.93.jpg
1625749862647- 结果：0.992762(D).jpg-0.92.jpg
1625749862703- 结果：0.926185(T).jpg-0.84.jpg
1625749862756- 结果：0.926185(T).jpg-0.82.jpg
1625749862809- 结果：0.963534(T).jpg-0.7.jpg
1625749862862- 结果：0.967998(T).jpg-0.92.jpg
1625749873166- 结果：0.063497(D).jpg-0.4.jpg
1625749873217- 结果：0.085214(T).jpg-0.23.jpg
1625749873265- 结果：0.085214(T).jpg-0.02.jpg
1625749873312- 结果：0.01746(T).jpg-0.02.jpg
1625749873361- 结果：0.01974(T).jpg-0.01.jpg
1625749884311- 结果：0.008944(D).jpg-0.41.jpg
1625749884361- 结果：0.012783(T).jpg-0.31.jpg
1625749884409- 结果：0.012783(T).jpg-0.14.jpg
1625749884458- 结果：0.026707(T).jpg-0.09.jpg
1625749895454- 结果：0.266174(D).jpg-0.49.jpg
1625749895506- 结果：0.882405(T).jpg-0.49.jpg
1625749895556- 结果：0.928196(T).jpg-0.88.jpg
1625749895606- 结果：0.928196(T).jpg-0.83.jpg
1625749895657- 结果：0.94035(T).jpg-0.94.jpg
1625749907390- 结果：0.861245(D).jpg-0.94.jpg
1625749907445- 结果：0.684454(T).jpg-0.81.jpg
1625749907497- 结果：0.748912(T).jpg-0.81.jpg
1625749907549- 结果：0.771018(T).jpg-0.87.jpg
1625749907603- 结果：0.771018(T).jpg-0.86.jpg
1625749920823- 结果：0.640367(D).jpg-0.96.jpg
1625749928966- 结果：0.270499(D).jpg-0.5.jpg
1625749929021- 结果：0.212094(T).jpg-0.29.jpg
1625749929068- 结果：0.293366(T).jpg-0.56.jpg
1625749929116- 结果：0.293366(T).jpg-0.98.jpg
1625749929165- 结果：0.799598(T).jpg-1.0.jpg
1625749941034- 结果：0.001403(D).jpg-0.0.jpg
1625749941098- 结果：1.390000000E-4(T).jpg-0.0.jpg
1625749941151- 结果：1.810000000E-4(T).jpg-0.0.jpg
1625748778088- 结果：0.869618(T).jpg-0.44.jpg
1625748778321- 结果：0.869618(D).jpg-0.34.jpg
1625748778384- 结果：0.810561(T).jpg-0.27.jpg
1625748778437- 结果：0.869223(T).jpg-0.46.jpg
1625748778489- 结果：0.848731(T).jpg-0.46.jpg
1625748778540- 结果：0.647583(T).jpg-0.35.jpg
1625748784464- 结果：0.435535(D).jpg-0.48.jpg
1625748784526- 结果：0.507046(T).jpg-0.53.jpg
1625748784578- 结果：0.507515(T).jpg-0.55.jpg
1625748784629- 结果：0.536454(T).jpg-0.58.jpg
1625748784679- 结果：0.488858(T).jpg-0.58.jpg
1625748794727- 结果：0.001965(D).jpg-0.0.jpg
1625748794783- 结果：5.470000000E-4(T).jpg-0.0.jpg
1625748794835- 结果：8.820000000E-4(T).jpg-0.0.jpg
1625748794888- 结果：4.30000000E-4(T).jpg-0.0.jpg
1625748794939- 结果：5.20000000E-4(T).jpg-0.0.jpg
1625748803747- 结果：0.862864(D).jpg-0.92.jpg
1625748803803- 结果：0.928893(T).jpg-0.73.jpg
1625748803856- 结果：0.928893(T).jpg-0.84.jpg
1625748803909- 结果：0.923583(T).jpg-0.75.jpg
1625748803962- 结果：0.899246(T).jpg-0.66.jpg
1625748813796- 结果：0.674352(D).jpg-0.66.jpg
1625749104979- 结果：0.007746(T).jpg-0.02.jpg
1625749105030- 结果：0.02025(T).jpg-0.03.jpg
1625749114892- 结果：0.564967(D).jpg-0.48.jpg
1625749114943- 结果：0.221456(T).jpg-0.53.jpg
1625749114993- 结果：0.221456(T).jpg-0.52.jpg
1625749115047- 结果：0.197035(T).jpg-0.52.jpg
1625749115098- 结果：0.313931(T).jpg-0.36.jpg
1625749125288- 结果：0.969279(D).jpg-0.72.jpg
1625749125341- 结果：0.918639(T).jpg-0.55.jpg
1625749125393- 结果：0.663814(T).jpg-0.62.jpg
1625749125446- 结果：0.822278(T).jpg-0.46.jpg
1625749125498- 结果：0.702198(T).jpg-0.46.jpg
1625749134835- 结果：0.498646(D).jpg-0.63.jpg
1625749134883- 结果：0.787604(T).jpg-0.63.jpg
1625749134931- 结果：0.787604(T).jpg-0.51.jpg
1625749134978- 结果：0.677958(T).jpg-0.49.jpg
1625749135026- 结果：0.702899(T).jpg-0.49.jpg
1625749145571- 结果：0.404847(D).jpg-0.99.jpg
1625749145623- 结果：0.761363(T).jpg-0.99.jpg
1625749255821- 结果：0.031461(T).jpg-0.06.jpg
1625749255870- 结果：0.028024(T).jpg-0.02.jpg
1625749255923- 结果：0.00778(T).jpg-0.02.jpg
1625749267662- 结果：0.900822(D).jpg-0.99.jpg
1625749267717- 结果：0.985743(T).jpg-0.99.jpg
1625749267769- 结果：0.9925(T).jpg-0.99.jpg
1625749267819- 结果：0.9925(T).jpg-0.99.jpg
1625749267871- 结果：0.994424(T).jpg-1.0.jpg
1625749276573- 结果：0.997435(D).jpg-0.96.jpg
1625749276630- 结果：0.976057(T).jpg-0.9.jpg
1625749276683- 结果：0.976057(T).jpg-0.99.jpg
1625749276736- 结果：0.957945(T).jpg-0.99.jpg
1625749276789- 结果：0.978202(T).jpg-0.99.jpg
1625749287934- 结果：0.072754(D).jpg-0.44.jpg
1625749287990- 结果：0.137239(T).jpg-0.41.jpg
1625749288042- 结果：0.1011(T).jpg-0.41.jpg
1625749288096- 结果：0.07059(T).jpg-0.21.jpg
1625749288151- 结果：0.07059(T).jpg-0.27.jpg
1625749297631- 结果：0.867707(D).jpg-0.48.jpg
1625749708763- 结果：0.017544(D).jpg-0.0.jpg
1625749708821- 结果：0.001092(T).jpg-0.0.jpg
1625749708874- 结果：6.450000000E-4(T).jpg-0.0.jpg
1625749708925- 结果：6.450000000E-4(T).jpg-0.0.jpg
1625749708977- 结果：7.170000000E-4(T).jpg-0.0.jpg
1625749719315- 结果：0.109992(D).jpg-0.68.jpg
1625749719368- 结果：0.908493(T).jpg-0.74.jpg
1625749719422- 结果：0.949281(T).jpg-0.74.jpg
1625749719473- 结果：0.949281(T).jpg-0.69.jpg
1625749719527- 结果：0.910699(T).jpg-0.8.jpg
1625749730289- 结果：0.007777(D).jpg-0.08.jpg
1625749730345- 结果：0.015693(T).jpg-0.08.jpg
1625749730395- 结果：0.015693(T).jpg-0.03.jpg
1625749730445- 结果：0.010736(T).jpg-0.03.jpg
1625749730494- 结果：0.007054(T).jpg-0.03.jpg
1625749740867- 结果：0.162502(D).jpg-0.43.jpg
1625749740921- 结果：0.111285(T).jpg-0.63.jpg
1625749740970- 结果：0.288892(T).jpg-0.59.jpg
1625749741020- 结果：0.264412(T).jpg-0.59.jpg
1625749741069- 结果：0.264412(T).jpg-0.72.jpg
1625749752786- 结果：0.041329(D).jpg-0.3.jpg
1625749752841- 结果：0.043961(T).jpg-0.24.jpg
1625749752894- 结果：0.041217(T).jpg-0.23.jpg
1625748813903- 结果：0.370493(T).jpg-0.45.jpg
1625748813957- 结果：0.266021(T).jpg-0.29.jpg
1625748814011- 结果：0.300092(T).jpg-0.29.jpg
1625748822400- 结果：0.969245(D).jpg-0.96.jpg
1625748822453- 结果：0.960638(T).jpg-0.94.jpg
1625748822504- 结果：0.960638(T).jpg-0.96.jpg
1625748822555- 结果：0.974154(T).jpg-0.98.jpg
1625748822607- 结果：0.981444(T).jpg-0.98.jpg
1625748831985- 结果：0.922435(D).jpg-0.5.jpg
1625748832038- 结果：0.611551(T).jpg-0.51.jpg
1625748832087- 结果：0.500015(T).jpg-0.51.jpg
1625748832136- 结果：0.395799(T).jpg-0.2.jpg
1625748832188- 结果：0.412394(T).jpg-0.29.jpg
1625748843318- 结果：0.457216(D).jpg-1.0.jpg
1625748843378- 结果：0.952203(T).jpg-1.0.jpg
1625748843431- 结果：0.989814(T).jpg-1.0.jpg
1625748843480- 结果：0.987348(T).jpg-1.0.jpg
1625748938642- 结果：0.967791(T).jpg-0.74.jpg
1625748938694- 结果：0.817036(T).jpg-0.74.jpg
1625748938748- 结果：0.793544(T).jpg-0.65.jpg
1625748948043- 结果：0.048681(D).jpg-0.37.jpg
1625748948101- 结果：0.208689(T).jpg-0.37.jpg
1625748948152- 结果：0.043769(T).jpg-0.18.jpg
1625748948204- 结果：0.043769(T).jpg-0.09.jpg
1625748948257- 结果：0.026213(T).jpg-0.04.jpg
1625748968283- 结果：0.829198(D).jpg-0.86.jpg
1625748968344- 结果：0.844068(T).jpg-0.9.jpg
1625748968396- 结果：0.844068(T).jpg-0.95.jpg
1625748968449- 结果：0.849625(T).jpg-0.81.jpg
1625748968501- 结果：0.733755(T).jpg-0.85.jpg
1625748987012- 结果：0.799554(D).jpg-0.48.jpg
1625748987065- 结果：0.449921(T).jpg-0.38.jpg
1625748987119- 结果：0.449921(T).jpg-0.43.jpg
1625748987171- 结果：0.230219(T).jpg-0.34.jpg
1625748987222- 结果：0.296422(T).jpg-0.27.jpg
1625748996681- 结果：0.996071(D).jpg-1.0.jpg
1625749537744- 结果：0.885728(T).jpg-0.89.jpg
1625749537796- 结果：0.885728(T).jpg-0.83.jpg
1625749537850- 结果：0.92347(T).jpg-0.74.jpg
1625749537907- 结果：0.911633(T).jpg-0.63.jpg
1625749548256- 结果：0.31628(D).jpg-0.0.jpg
1625749548317- 结果：0.005038(T).jpg-0.0.jpg
1625749548369- 结果：0.002114(T).jpg-0.0.jpg
1625749548425- 结果：0.001168(T).jpg-0.0.jpg
1625749548478- 结果：0.001582(T).jpg-0.0.jpg
1625749558482- 结果：0.015934(D).jpg-0.51.jpg
1625749558538- 结果：0.054815(T).jpg-0.48.jpg
1625749558589- 结果：0.054815(T).jpg-0.6.jpg
1625749558640- 结果：0.06275(T).jpg-0.52.jpg
1625749558691- 结果：0.06264(T).jpg-0.52.jpg
1625749569128- 结果：0.005872(D).jpg-0.07.jpg
1625749569189- 结果：0.112657(T).jpg-0.02.jpg
1625749569247- 结果：0.09549(T).jpg-0.02.jpg
1625749622266- 结果：0.826497(T).jpg-0.85.jpg
1625749632664- 结果：0.060839(D).jpg-0.38.jpg
1625749632916- 结果：0.290622(D).jpg-0.01.jpg
1625749632981- 结果：0.090994(T).jpg-0.01.jpg
1625749633033- 结果：0.090994(T).jpg-0.01.jpg
1625749633084- 结果：0.07402(T).jpg-0.02.jpg
1625749633135- 结果：0.060934(T).jpg-0.01.jpg
1625749643422- 结果：0.672512(D).jpg-0.57.jpg
1625749643475- 结果：0.452777(T).jpg-0.51.jpg
