1625742520525- 结果：8.50000000E-5(D).jpg-480 新结果：2.9188898042775690000000E-4.jpg
1625743038749- 结果：0.050165(T).jpg-480 新结果：0.05146736279129982.jpg
1625743038800- 结果：0.050165(T).jpg-480 新结果：0.17102400958538055.jpg
1625743038851- 结果：0.160995(T).jpg-480 新结果：0.14539767801761627.jpg
1625743038902- 结果：0.107044(T).jpg-480 新结果：0.1895993947982788.jpg
1625743047680- 结果：0.003(D).jpg-480 新结果：0.002312268130481243.jpg
1625743047735- 结果：0.003285(T).jpg-480 新结果：2.9573711799457670000000E-4.jpg
1625743047788- 结果：2.770000000E-4(T).jpg-480 新结果：3.42228624504059550000000E-4.jpg
1625743047846- 结果：3.610000000E-4(T).jpg-480 新结果：2.97641206998378040000000E-4.jpg
1625743047897- 结果：4.530000000E-4(T).jpg-480 新结果：4.3045217171311380000000E-4.jpg
1625743050263- 结果：0.002133(D).jpg-480 新结果：8.9118164032697680000000E-4.jpg
1625743050318- 结果：0.001106(T).jpg-480 新结果：0.0011459433007985353.jpg
1625743050374- 结果：8.430000000E-4(T).jpg-480 新结果：7.8370230039581660000000E-4.jpg
1625743050426- 结果：0.001101(T).jpg-480 新结果：7.8370230039581660000000E-4.jpg
1625743050477- 结果：0.001344(T).jpg-480 新结果：0.0017184637254104018.jpg
1625743063359- 结果：0.505591(D).jpg-480 新结果：0.08244573324918747.jpg
1625743063412- 结果：0.167624(T).jpg-480 新结果：0.08468340337276459.jpg
1625743063463- 结果：0.142556(T).jpg-480 新结果：0.06434977054595947.jpg
1625743063514- 结果：0.142556(T).jpg-480 新结果：0.12448335438966751.jpg
1625743063570- 结果：0.106233(T).jpg-480 新结果：0.08024445176124573.jpg
1625743071942- 结果：0.261331(D).jpg-480 新结果：0.5256550908088684.jpg
1625743071993- 结果：0.500931(T).jpg-480 新结果：0.5265517234802246.jpg
1625743072039- 结果：0.52102(T).jpg-480 新结果：0.568261444568634.jpg
1625743072085- 结果：0.549151(T).jpg-480 新结果：0.568261444568634.jpg
1625743072130- 结果：0.564174(T).jpg-480 新结果：0.5874266624450684.jpg
1625743081683- 结果：0.220616(D).jpg-480 新结果：0.023832526057958603.jpg
1625743081738- 结果：0.025238(T).jpg-480 新结果：0.022959474474191666.jpg
1625743081790- 结果：0.025238(T).jpg-480 新结果：0.028127159923315048.jpg
1625743081842- 结果：0.028903(T).jpg-480 新结果：0.029963690787553787.jpg
1625743081893- 结果：0.03498(T).jpg-480 新结果：0.03308971971273422.jpg
1625743090085- 结果：0.576044(D).jpg-480 新结果：0.34225597977638245.jpg
1625743090136- 结果：0.477634(T).jpg-480 新结果：0.47368186712265015.jpg
1625743090183- 结果：0.477634(T).jpg-480 新结果：0.5585831999778748.jpg
1625743090232- 结果：0.570433(T).jpg-480 新结果：0.6873271465301514.jpg
1625743090285- 结果：0.706939(T).jpg-480 新结果：0.7839695811271667.jpg
1625743099807- 结果：0.391857(D).jpg-480 新结果：0.4534122049808502.jpg
1625743099861- 结果：0.452791(T).jpg-480 新结果：0.45056599378585815.jpg
1625743099912- 结果：0.446124(T).jpg-480 新结果：0.4614090025424957.jpg
1625743099964- 结果：0.446124(T).jpg-480 新结果：0.4713512063026428.jpg
1625743100016- 结果：0.473827(T).jpg-480 新结果：0.46822282671928406.jpg
1625743109080- 结果：0.050677(D).jpg-480 新结果：0.007788953371345997.jpg
1625743109138- 结果：0.00686(T).jpg-480 新结果：0.0060566496104002.jpg
1625743109190- 结果：0.007379(T).jpg-480 新结果：0.0066843521781265736.jpg
1625743109241- 结果：0.007379(T).jpg-480 新结果：0.002315822057425976.jpg
1625743109293- 结果：0.004226(T).jpg-480 新结果：0.003230411559343338.jpg
1625743119294- 结果：0.013584(D).jpg-480 新结果：0.0109229926019907.jpg
1625743119354- 结果：0.011974(T).jpg-480 新结果：0.005893561989068985.jpg
1625743119405- 结果：0.00772(T).jpg-480 新结果：0.005893561989068985.jpg
1625743119458- 结果：0.005073(T).jpg-480 新结果：0.0043813386000692844.jpg
1625743119509- 结果：0.005073(T).jpg-480 新结果：0.013776412233710289.jpg
1625743126800- 结果：0.803182(D).jpg-480 新结果：0.8508901000022888.jpg
1625743126852- 结果：0.727431(T).jpg-480 新结果：0.7154319286346436.jpg
1625743126899- 结果：0.727431(T).jpg-480 新结果：0.6495934128761292.jpg
1625743126947- 结果：0.570292(T).jpg-480 新结果：0.4909525215625763.jpg
1625743126998- 结果：0.641149(T).jpg-480 新结果：0.4909525215625763.jpg
1625743136665- 结果：0.018953(D).jpg-480 新结果：0.009758081287145615.jpg
1625743136715- 结果：0.005791(T).jpg-480 新结果：0.005876439623534679.jpg
1625743136762- 结果：0.005791(T).jpg-480 新结果：0.0052122026681900024.jpg
1625743136808- 结果：0.007129(T).jpg-480 新结果：0.007313425652682781.jpg
1625743136856- 结果：0.00597(T).jpg-480 新结果：0.007313425652682781.jpg
1625743146551- 结果：0.070336(D).jpg-480 新结果：0.17272606492042542.jpg
1625743146606- 结果：0.205011(T).jpg-480 新结果：0.11058066040277481.jpg
1625743146659- 结果：0.085703(T).jpg-480 新结果：0.11058066040277481.jpg
1625743146709- 结果：0.082615(T).jpg-480 新结果：0.09390129148960114.jpg
1625743146761- 结果：0.082615(T).jpg-480 新结果：0.1557382196187973.jpg
1625743155511- 结果：0.09211(D).jpg-480 新结果：0.015759103000164032.jpg
1625743155564- 结果：0.02034(T).jpg-480 新结果：0.03351030871272087.jpg
1625743155620- 结果：0.04075(T).jpg-480 新结果：0.016143135726451874.jpg
1625743155672- 结果：0.020159(T).jpg-480 新结果：0.007537056691944599.jpg
1625743155723- 结果：0.008669(T).jpg-480 新结果：0.007537056691944599.jpg
1625743164254- 结果：0.692825(D).jpg-480 新结果：0.5615085363388062.jpg
1625743164300- 结果：0.638094(T).jpg-480 新结果：0.5654979348182678.jpg
1625743164346- 结果：0.638094(T).jpg-480 新结果：0.5746355056762695.jpg
1625743164393- 结果：0.580592(T).jpg-480 新结果：0.9493840932846069.jpg
1625743164442- 结果：0.965308(T).jpg-480 新结果：0.9493840932846069.jpg
1625743173917- 结果：0.583279(D).jpg-480 新结果：0.2993558943271637.jpg
1625743173975- 结果：0.300747(T).jpg-480 新结果：0.3893495202064514.jpg
1625743174027- 结果：0.383304(T).jpg-480 新结果：0.3710944652557373.jpg
1625743174078- 结果：0.383304(T).jpg-480 新结果：0.34666770696640015.jpg
1625743174130- 结果：0.314827(T).jpg-480 新结果：0.3435313403606415.jpg
1625743182656- 结果：0.407107(D).jpg-480 新结果：0.7931334972381592.jpg
1625743182714- 结果：0.796066(T).jpg-480 新结果：0.5315701961517334.jpg
1625743182764- 结果：0.593956(T).jpg-480 新结果：0.5315701961517334.jpg
1625743182814- 结果：0.593956(T).jpg-480 新结果：0.40598568320274353.jpg
1625743182864- 结果：0.346921(T).jpg-480 新结果：0.2336471974849701.jpg
1625743192502- 结果：0.317998(D).jpg-480 新结果：0.8561726808547974.jpg
1625743192556- 结果：0.844882(T).jpg-480 新结果：0.8235430717468262.jpg
1625743192607- 结果：0.844882(T).jpg-480 新结果：0.8982124328613281.jpg
1625743192659- 结果：0.867936(T).jpg-480 新结果：0.8308144807815552.jpg
1625743192711- 结果：0.822223(T).jpg-480 新结果：0.8308144807815552.jpg
1625743201786- 结果：0.211606(D).jpg-480 新结果：0.13803710043430328.jpg
1625743201841- 结果：0.163354(T).jpg-480 新结果：0.10150353610515594.jpg
1625743201892- 结果：0.10433(T).jpg-480 新结果：0.10150353610515594.jpg
1625743201942- 结果：0.10433(T).jpg-480 新结果：0.09720701724290848.jpg
1625743201994- 结果：0.09983(T).jpg-480 新结果：0.02653738297522068.jpg
1625743211174- 结果：0.003103(D).jpg-480 新结果：8.8958680862560870000000E-4.jpg
1625743211227- 结果：0.002411(T).jpg-480 新结果：9.5913291443139310000000E-4.jpg
1625743211278- 结果：0.002411(T).jpg-480 新结果：9.0558384545147420000000E-4.jpg
1625743211330- 结果：0.002157(T).jpg-480 新结果：0.0012119949096813798.jpg
1625743211381- 结果：0.001513(T).jpg-480 新结果：0.0011487056035548449.jpg
1625743221635- 结果：0.01903(D).jpg-480 新结果：0.04606305807828903.jpg
1625743221686- 结果：0.050586(T).jpg-480 新结果：0.06161763519048691.jpg
1625743221737- 结果：0.050586(T).jpg-480 新结果：0.06291565299034119.jpg
1625743221789- 结果：0.048578(T).jpg-480 新结果：0.04054122790694237.jpg
1625743221839- 结果：0.031035(T).jpg-480 新结果：0.04054122790694237.jpg
1625743229769- 结果：0.052138(D).jpg-480 新结果：0.09485948085784912.jpg
1625743229820- 结果：0.116388(T).jpg-480 新结果：0.08780443668365479.jpg
1625743229868- 结果：0.116388(T).jpg-480 新结果：0.13478659093379974.jpg
1625743229916- 结果：0.162846(T).jpg-480 新结果：0.07525330781936646.jpg
1625743229964- 结果：0.092475(T).jpg-480 新结果：0.07525330781936646.jpg
1625743238916- 结果：0.45897(D).jpg-480 新结果：0.11375918239355087.jpg
1625743238970- 结果：0.150515(T).jpg-480 新结果：0.10486626625061035.jpg
1625743239020- 结果：0.097076(T).jpg-480 新结果：0.10486626625061035.jpg
1625743239073- 结果：0.067185(T).jpg-480 新结果：0.0528547503054142.jpg
1625743239124- 结果：0.067185(T).jpg-480 新结果：0.057981520891189575.jpg
1625743248825- 结果：0.050928(D).jpg-480 新结果：0.07777254283428192.jpg
1625743248889- 结果：0.122825(T).jpg-480 新结果：0.14040429890155792.jpg
1625743248943- 结果：0.161048(T).jpg-480 新结果：0.16840866208076477.jpg
1625743248996- 结果：0.228635(T).jpg-480 新结果：0.26213788986206055.jpg
1625743249051- 结果：0.228635(T).jpg-480 新结果：0.2025008350610733.jpg
1625743257475- 结果：0.390703(D).jpg-480 新结果：0.36492854356765747.jpg
1625743257525- 结果：0.431237(T).jpg-480 新结果：0.4324093461036682.jpg
1625743257573- 结果：0.431237(T).jpg-480 新结果：0.5344765186309814.jpg
1625743257623- 结果：0.463546(T).jpg-480 新结果：0.5344765186309814.jpg
1625743257672- 结果：0.564407(T).jpg-480 新结果：0.5605146884918213.jpg
1625743266945- 结果：0.597987(D).jpg-480 新结果：0.07679149508476257.jpg
1625743266995- 结果：0.063778(T).jpg-480 新结果：0.07210142910480499.jpg
1625743267041- 结果：0.063778(T).jpg-480 新结果：0.05323481559753418.jpg
1625743267087- 结果：0.04713(T).jpg-480 新结果：0.05323481559753418.jpg
1625743267133- 结果：0.044757(T).jpg-480 新结果：0.05439145117998123.jpg
1625743277152- 结果：0.210265(D).jpg-480 新结果：0.41305971145629883.jpg
1625743277211- 结果：0.40105(T).jpg-480 新结果：0.4059049189090729.jpg
1625743277263- 结果：0.320898(T).jpg-480 新结果：0.348539799451828.jpg
1625743277317- 结果：0.320898(T).jpg-480 新结果：0.3949674963951111.jpg
1625743277370- 结果：0.3642(T).jpg-480 新结果：0.3629022538661957.jpg
1625743279439- 结果：0.429265(D).jpg-480 新结果：0.5306771397590637.jpg
1625743279498- 结果：0.594319(T).jpg-480 新结果：0.3678455948829651.jpg
1625743279552- 结果：0.489573(T).jpg-480 新结果：0.3678455948829651.jpg
1625743279605- 结果：0.416984(T).jpg-480 新结果：0.3221443295478821.jpg
1625743279658- 结果：0.403132(T).jpg-480 新结果：0.5641933083534241.jpg
1625743286040- 结果：0.89631(D).jpg-480 新结果：0.724830150604248.jpg
1625743286097- 结果：0.709035(T).jpg-480 新结果：0.6176130175590515.jpg
1625743286146- 结果：0.618081(T).jpg-480 新结果：0.6176130175590515.jpg
1625743286196- 结果：0.61042(T).jpg-480 新结果：0.5969579219818115.jpg
1625743286246- 结果：0.61042(T).jpg-480 新结果：0.6816122531890869.jpg
1625743297900- 结果：0.48874(D).jpg-480 新结果：0.2820178270339966.jpg
1625743297960- 结果：0.221384(T).jpg-480 新结果：0.4985225200653076.jpg
1625743298014- 结果：0.481556(T).jpg-480 新结果：0.49745672941207886.jpg
1625743298068- 结果：0.520069(T).jpg-480 新结果：0.49745672941207886.jpg
1625743298126- 结果：0.499067(T).jpg-480 新结果：0.5409777164459229.jpg
1625743305447- 结果：0.006246(D).jpg-480 新结果：0.0023123982828110456.jpg
1625743305501- 结果：0.002632(T).jpg-480 新结果：0.0011370480060577393.jpg
1625743305555- 结果：0.00316(T).jpg-480 新结果：0.0015052873641252518.jpg
1625743305609- 结果：0.003263(T).jpg-480 新结果：0.0015052873641252518.jpg
1625743305665- 结果：0.002239(T).jpg-480 新结果：0.002095131203532219.jpg
1625743315324- 结果：0.383955(D).jpg-480 新结果：0.2968716025352478.jpg
1625743315376- 结果：0.160889(T).jpg-480 新结果：0.15328560769557953.jpg
1625743315430- 结果：0.160889(T).jpg-480 新结果：0.12720543146133423.jpg
1625743315480- 结果：0.12262(T).jpg-480 新结果：0.1377122551202774.jpg
1625743315531- 结果：0.131224(T).jpg-480 新结果：0.1377122551202774.jpg
1625743324922- 结果：0.362927(D).jpg-480 新结果：0.4255317449569702.jpg
1625743324976- 结果：0.636055(T).jpg-480 新结果：0.6241018772125244.jpg
1625743325027- 结果：0.636055(T).jpg-480 新结果：0.6639910340309143.jpg
1625743325078- 结果：0.633518(T).jpg-480 新结果：0.7810345888137817.jpg
1625743325132- 结果：0.78787(T).jpg-480 新结果：0.7810345888137817.jpg
1625743334664- 结果：0.605013(D).jpg-480 新结果：0.3780272901058197.jpg
1625743334725- 结果：0.323238(T).jpg-480 新结果：0.3467245399951935.jpg
1625743334776- 结果：0.183602(T).jpg-480 新结果：0.26982858777046204.jpg
1625743334827- 结果：0.183602(T).jpg-480 新结果：0.30498743057250977.jpg
1625743334879- 结果：0.286935(T).jpg-480 新结果：0.3381171226501465.jpg
1625743345322- 结果：0.004352(D).jpg-480 新结果：0.003900865325704217.jpg
1625743345377- 结果：0.003401(T).jpg-480 新结果：0.004113307222723961.jpg
1625743345429- 结果：0.003401(T).jpg-480 新结果：0.0033453155774623156.jpg
1625743345481- 结果：0.004385(T).jpg-480 新结果：0.006311879493296146.jpg
1625743345536- 结果：0.0068(T).jpg-480 新结果：0.009858990088105202.jpg
1625743353321- 结果：0.138076(D).jpg-480 新结果：0.15465053915977478.jpg
1625743353369- 结果：0.286852(T).jpg-480 新结果：0.3303088843822479.jpg
1625743353413- 结果：0.286852(T).jpg-480 新结果：0.3306673765182495.jpg
1625743353456- 结果：0.293826(T).jpg-480 新结果：0.3306673765182495.jpg
1625743353500- 结果：0.300099(T).jpg-480 新结果：0.3196832835674286.jpg
1625743354342- 结果：0.241591(D).jpg-480 新结果：0.028889022767543793.jpg
1625743354398- 结果：0.029464(T).jpg-480 新结果：0.028889022767543793.jpg
1625743354445- 结果：0.018967(T).jpg-480 新结果：0.014184176921844482.jpg
1625743354492- 结果：0.018967(T).jpg-480 新结果：0.008810537867248058.jpg
1625743354540- 结果：0.010379(T).jpg-480 新结果：0.05306028574705124.jpg
1625743362960- 结果：0.76507(D).jpg-480 新结果：0.5112702250480652.jpg
1625743363015- 结果：0.498819(T).jpg-480 新结果：0.5313974022865295.jpg
1625743363063- 结果：0.514671(T).jpg-480 新结果：0.5298306345939636.jpg
1625743363110- 结果：0.502923(T).jpg-480 新结果：0.5298306345939636.jpg
1625743363176- 结果：0.512414(T).jpg-480 新结果：0.4730410575866699.jpg
1625743382689- 结果：0.648954(D).jpg-480 新结果：0.39896130561828613.jpg
1625743382749- 结果：0.345231(T).jpg-480 新结果：0.209795743227005.jpg
1625743382800- 结果：0.186405(T).jpg-480 新结果：0.16995501518249512.jpg
1625743382851- 结果：0.142115(T).jpg-480 新结果：0.12077134847640991.jpg
1625743382901- 结果：0.130136(T).jpg-480 新结果：0.12077134847640991.jpg
1625743393355- 结果：0.348966(D).jpg-480 新结果：0.3030189871788025.jpg
1625743393407- 结果：0.309505(T).jpg-480 新结果：0.1875791698694229.jpg
1625743393459- 结果：0.227672(T).jpg-480 新结果：0.21325525641441345.jpg
1625743393510- 结果：0.2423(T).jpg-480 新结果：0.31441137194633484.jpg
1625743393560- 结果：0.309458(T).jpg-480 新结果：0.31441137194633484.jpg
1625743402479- 结果：0.534695(D).jpg-480 新结果：0.3719352185726166.jpg
1625743402534- 结果：0.348106(T).jpg-480 新结果：0.37789881229400635.jpg
1625743402582- 结果：0.332381(T).jpg-480 新结果：0.29880914092063904.jpg
1625743402631- 结果：0.245804(T).jpg-480 新结果：0.29880914092063904.jpg
1625743402678- 结果：0.237976(T).jpg-480 新结果：0.2587915062904358.jpg
1625743432555- 结果：0.00258(D).jpg-480 新结果：0.0020853402093052864.jpg
1625743432608- 结果：0.003353(T).jpg-480 新结果：0.004494233522564173.jpg
1625743432659- 结果：0.003353(T).jpg-480 新结果：0.004071315284818411.jpg
1625743432711- 结果：0.00402(T).jpg-480 新结果：0.005257634911686182.jpg
1625743432761- 结果：0.005809(T).jpg-480 新结果：0.005257634911686182.jpg
1625743441689- 结果：0.553187(D).jpg-480 新结果：0.39380359649658203.jpg
1625743441738- 结果：0.358687(T).jpg-480 新结果：0.33437103033065796.jpg
1625743441785- 结果：0.358687(T).jpg-480 新结果：0.47943398356437683.jpg
1625743441836- 结果：0.484573(T).jpg-480 新结果：0.5853149890899658.jpg
1625743441884- 结果：0.604072(T).jpg-480 新结果：0.5853149890899658.jpg
1625743451494- 结果：0.065282(D).jpg-480 新结果：0.025256041437387466.jpg
1625743451543- 结果：0.023064(T).jpg-480 新结果：0.020197724923491478.jpg
